season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,Down,Distance,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleSacker1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,308,1676759732.0,63332,2023-02-18 22:35:32.000000,EventFootballKickoff,1 T. Russolino kicks from ARL 30. 14 C. Sweeting to VGS 32 for 17 yards (36 C. Schooler),,True,4,4,2,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,140,2302001-VGS-at-ARL,242,242,242,4:02,2,2,Home,30,24,7,,,,0.0,30,14,22,21379,21753,20041,StatusOfficial,ResultKickReturned,17.0,Visitor,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,310,1676759791.0,63391,2023-02-18 22:36:31.000000,EventFootballSack,"1-10-VGS 32 (3:49) 12 L. Perez sacked at VGS 30 for -2 yards (18 D. Payne, 51 A. Adeoye)",,True,4,3,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,141,2302001-VGS-at-ARL,229,229,229,3:49,2,2,Visitor,32,24,7,,,,0.0,68,14,22,,,,StatusOfficial,,,,,,1.0,10.0,,-2.0,Visitor,32.0,1.0,-2.0,0:40, ,21207,,,,,,,,,,,22675,,,,,,,,,,,,,,,,,,,,21913,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,312,1676759829.0,63429,2023-02-18 22:37:09.000000,EventFootballSack,2-12-VGS 30 (3:11) 12 L. Perez sacked at VGS 30 for 0 yards (51 A. Adeoye),,True,4,3,11,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,142,2302001-VGS-at-ARL,191,191,191,3:11,2,2,Visitor,30,24,7,,,,0.0,70,14,22,,,,StatusOfficial,,,,,,2.0,12.0,,0.0,Visitor,32.0,2.0,-2.0,1:00, ,21207,,,,,,,,,,,21913,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,314,1676759860.0,63460,2023-02-18 22:37:40.000000,EventFootballPass,3-12-VGS 30 (2:40) 12 L. Perez pass incomplete to 10 M. Sexton,,True,4,2,40,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,143,2302001-VGS-at-ARL,160,160,160,2:40,2,2,Visitor,30,24,7,,,,0.0,70,14,22,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,12.0,5,,Visitor,32.0,3.0,-2.0,1:26, ,21207,21882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,316,1676759905.0,63505,2023-02-18 22:38:25.000000,EventFootballPunt,"4-12-VGS 30 (2:00) 17 M. Carrizosa punts 70 yards from VGS 30 to end zone, Touchback",,True,4,2,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,144,2302001-VGS-at-ARL,120,120,120,2:00,2,2,Visitor,30,24,7,,,,0.0,70,14,22,,,,StatusOfficial,ResultKickTouchback,,Home,35.0,,4.0,12.0,,,Visitor,32.0,3.0,-2.0,2:03,PUNT,,,,,,,,,,,,,21784,,70.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,318,1676760108.0,63708,2023-02-18 22:41:48.000000,EventFootballRush,1-10-ARL 35 (1:59) 2 D. Smith rush to ARL 39 for 4 yards (25 M. Evans),,True,4,1,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,145,2302001-VGS-at-ARL,119,119,119,1:59,2,2,Home,35,25,1,,,,1.0,65,14,22,20461,,,StatusOfficial,,,,,22305,1.0,10.0,2,4.0,Home,35.0,1.0,4.0,0:19, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,320,1676760150.0,63750,2023-02-18 22:42:30.000000,EventFootballRush,"2-6-ARL 39 (1:17) 2 D. Smith rush to ARL 40 for 1 yard (20 J. Johnson, 88 R. Windsor)",,True,4,1,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,146,2302001-VGS-at-ARL,77,77,77,1:17,2,2,Home,39,25,1,,,,1.0,61,14,22,20811,,,StatusOfficial,,,,,22305,2.0,6.0,2,1.0,Home,35.0,2.0,5.0,0:47, ,,,21975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,322,1676760235.0,63835,2023-02-18 22:43:55.000000,EventFootballPenalty,"3-5-ARL 40 (1:13) PENALTY on 88 S. Beyer, 5 yards",,True,4,1,13,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,147,2302001-VGS-at-ARL,73,73,73,1:13,2,2,Home,40,25,1,,,,1.0,60,14,22,,,,StatusOfficial,,,,,,3.0,5.0,,,Home,35.0,2.0,,0:47, ,,,,,,1,20123,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,324,1676760271.0,63871,2023-02-18 22:44:31.000000,EventFootballTimeout,Timeout by Arlington Renegades at 1:13,,True,4,1,13,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,148,2302001-VGS-at-ARL,73,73,73,1:13,2,2,Home,35,25,1,,,,1.0,65,14,22,,,,StatusOfficial,,,,,,3.0,10.0,,,Home,35.0,2.0,,0:47, ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,326,1676760291.0,63891,2023-02-18 22:44:51.000000,EventFootballTimeout,Timeout by Vegas Vipers at 1:13,,True,4,1,13,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,149,2302001-VGS-at-ARL,73,73,73,1:13,2,1,Home,35,25,1,,,,1.0,65,14,22,,,,StatusOfficial,,,,,,3.0,10.0,,,Home,35.0,2.0,,0:47, ,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,328,1676760332.0,63932,2023-02-18 22:45:32.000000,EventFootballRush,3-10-ARL 35 (1:08) 2 D. Smith rush to ARL 31 for -4 yards (97 L. Stokes),,True,4,1,8,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,150,2302001-VGS-at-ARL,68,68,68,1:08,1,1,Home,35,25,1,,,,1.0,65,14,22,21966,,,StatusOfficial,,,,,22305,3.0,10.0,2,-4.0,Home,35.0,3.0,-4.0,0:54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,330,1676760353.0,63953,2023-02-18 22:45:53.000000,EventFootballTimeout,Timeout by Vegas Vipers at 1:06,,True,4,1,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,151,2302001-VGS-at-ARL,66,66,66,1:06,1,1,Home,31,25,1,,,,1.0,69,14,22,,,,StatusOfficial,,,,,,4.0,14.0,,,Home,35.0,3.0,-4.0,0:54, ,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,353,1676760395.0,63995,2023-02-18 22:46:35.000000,EventFootballPunt,"4-14-ARL 31 (0:58) 0 M. King punts 46 yards from ARL 31 to VGS 23. 10 M. Sexton to VGS 40 for 17 yards (15 A. Ellis, 49 A. Ortiz)",,True,4,0,58,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,152,2302001-VGS-at-ARL,58,58,58,0:58,0,1,Home,31,25,1,,,,1.0,69,14,22,21447,,,StatusOfficial,ResultKickReturned,,Visitor,40.0,,4.0,14.0,,,Home,35.0,3.0,-4.0,1:02,PUNT,,,49,,,,,,,,,,20891,21882,46.0,17.0,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,334,1676760442.0,64042,2023-02-18 22:47:22.000000,EventFootballPass,1-10-VGS 40 (0:49) 12 L. Perez pass to 14 C. Sweeting to ARL 30 for 30 yards (22 J. Carter),,True,4,0,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,153,2302001-VGS-at-ARL,49,49,49,0:49,0,1,Visitor,40,26,7,,,,0.0,60,14,22,20270,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,5,30.0,Visitor,40.0,1.0,30.0,0:10, ,21207,21507,,,,,,,,,,,,,,,22675,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,336,1676760460.0,64060,2023-02-18 22:47:40.000000,EventFootballPass,1-10-ARL 30 (0:40) 12 L. Perez pass to 4 M. Bryant to ARL 20 for 10 yards (29 S. Brown),,True,4,0,40,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,154,2302001-VGS-at-ARL,40,40,40,0:40,0,1,Home,30,26,7,,,,0.0,30,14,22,20212,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,10.0,Visitor,40.0,2.0,40.0,0:24, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,338,1676760487.0,64087,2023-02-18 22:48:07.000000,EventFootballPass,1-10-ARL 20 (0:22) 12 L. Perez pass incomplete to 4 M. Bryant,,True,4,0,22,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,155,2302001-VGS-at-ARL,22,22,22,0:22,0,1,Home,20,26,7,,,,0.0,20,14,22,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,1,,Visitor,40.0,3.0,40.0,0:33, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,340,1676760535.0,64135,2023-02-18 22:48:55.000000,EventFootballPass,2-10-ARL 20 (0:15) 12 L. Perez pass incomplete to 14 C. Sweeting,,True,4,0,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,156,2302001-VGS-at-ARL,15,15,15,0:15,0,1,Home,20,26,7,,,,0.0,20,14,22,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,10.0,3,,Visitor,40.0,4.0,40.0,0:40, ,21207,21507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,342,1676760572.0,64172,2023-02-18 22:49:32.000000,EventFootballPass,"3-10-ARL 20 (0:12) 12 L. Perez pass to 14 C. Sweeting for 20 yards, TOUCHDOWN",,True,4,0,12,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,157,2302001-VGS-at-ARL,12,12,12,0:12,0,1,Home,20,26,7,,,,0.0,20,14,22,,,,StatusOfficial,ResultPassComplete,,,,,3.0,10.0,1,20.0,Visitor,40.0,5.0,60.0,0:47,TD,21207,21507,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,344,1676760621.0,64221,2023-02-18 22:50:21.000000,EventFootballPat2PtRush,12 L. Perez 2-pt conversion rush attempt NO GOOD,,True,4,0,8,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,158,2302001-VGS-at-ARL,8,8,8,0:08,0,1,Home,5,26,7,,,,0.0,5,20,22,,,,StatusOfficial,,,,,21207,,,2,-9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,346,1676760713.0,64313,2023-02-18 22:51:53.000000,EventFootballKickoff,Preparing for Onside 4th Down attempt,,True,4,0,8,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,159,2302001-VGS-at-ARL,8,8,8,0:08,0,1,Visitor,30,27,7,,,,0.0,70,20,22,,,,StatusOfficial,ResultKickOnside4Thdown,,Visitor,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,348,1676760774.0,64374,2023-02-18 22:52:54.000000,EventFootballPass,4-15-VGS 25 (0:01) 12 L. Perez pass incomplete to 10 M. Sexton,,True,4,0,1,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,160,2302001-VGS-at-ARL,1,1,1,0:01,0,1,Visitor,25,27,7,,,,0.0,75,20,22,,,,StatusOfficial,ResultPassIncomplete,,,,,4.0,15.0,5,,Visitor,25.0,1.0,,0:07,DOWNS,21207,21882,,,,,,,,,22675,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,350,1676760839.0,64439,2023-02-18 22:53:59.000000,EventFootballRush,1-10-VGS 25 (0:00) 9 D. Plitt rush to VGS 26 for -1 yards (97 L. Stokes),,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,161,2302001-VGS-at-ARL,0,0,0,0:00,0,1,Visitor,25,28,1,,,,1.0,25,20,22,21966,,,StatusOfficial,,,,,21243,1.0,10.0,2,-1.0,Visitor,25.0,1.0,-1.0,0:01, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,351,1676760860.9647336,,2023-02-18 22:54:20.964734,EventEnd,Game End Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,10020,2302001-VGS-at-ARL,0,0,0,0:00,0,1,Visitor,26,28,1,,,,1.0,26,20,22,,,,,,,,,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,359,1677109845.4717965,,2023-02-22 23:50:45.471797,EventOfficial,Game Official Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,10025,2302001-VGS-at-ARL,0,0,0,0:00,0,1,Visitor,26,28,1,,,,1.0,26,20,22,,,,,,,,,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
