season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleRusher,MapRoleTackler1,Down,Distance,FootballStatus,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleKicker,MapRoleKickreturner,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballTimeoutTeamId,MapRoleSacker1,MapRoleInterceptor,MapRoleQbHitter,MapRoleTackler2,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,353,1678074669.0,82269,2023-03-06 03:51:09.000000,EventFootballTimeout,Timeout by San Antonio Brahmas at 1:43,,True,4,1,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,152,2302012-SA-at-HOU,103,103,103,1:43,1,3,Visitor,44,21,2,,,,1.0,44,13,22,,,2.0,6.0,StatusOfficial,,Home,5.0,7.0,51.0,2:08, ,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,356,1678074722.0,82322,2023-03-06 03:52:02.000000,EventFootballRush,"2-6-SA 44 (1:39) 26 B. Alleyne rush to SA 40 for 4 yards (25 D. Lewis, 40 R. Jeffers)",,True,4,1,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,153,2302012-SA-at-HOU,99,99,99,1:39,0,3,Visitor,44,21,2,,,,1.0,44,13,22,20033,22597,2.0,6.0,StatusOfficial,4.0,Home,5.0,8.0,55.0,2:43, ,,,,,,,,,,,,,,,,,,,,,,,,,20785,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,358,1678074770.0,82370,2023-03-06 03:52:50.000000,EventFootballTimeout,Timeout by Houston Roughnecks at 1:10,,True,4,1,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,154,2302012-SA-at-HOU,70,70,70,1:10,0,3,Visitor,40,21,2,,,,1.0,40,13,22,,,3.0,2.0,StatusOfficial,,Home,5.0,8.0,55.0,2:41, ,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,361,1678074817.0,82417,2023-03-06 03:53:37.000000,EventFootballRush,3-2-SA 40 (1:06) 26 B. Alleyne rush to SA 39 for 1 yard (50 K. Smith),,True,4,1,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,155,2302012-SA-at-HOU,66,66,66,1:06,0,2,Visitor,40,21,2,,,,1.0,40,13,22,20033,22879,3.0,2.0,StatusOfficial,1.0,Home,5.0,9.0,56.0,3:25, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,363,1678074864.0,82464,2023-03-06 03:54:24.000000,EventFootballTimeout,Timeout by Houston Roughnecks at 0:26,,True,4,0,26,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,156,2302012-SA-at-HOU,26,26,26,0:26,0,2,Visitor,39,21,2,,,,1.0,39,13,22,,,4.0,1.0,StatusOfficial,,Home,5.0,9.0,56.0,3:25, ,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,365,1678074928.0,82528,2023-03-06 03:55:28.000000,EventFootballPunt,"4-1-SA 39 (0:18) 46 R. Porter punts 28 yards, downed at SA 11",,True,4,0,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,157,2302012-SA-at-HOU,18,18,18,0:18,0,1,Visitor,39,21,2,,,,1.0,39,13,22,,,4.0,1.0,StatusOfficial,,Home,5.0,9.0,56.0,3:36,PUNT,,,ResultKickDowned,,Visitor,11.0,,,,,,,,,,,21248,,28.0,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,369,1678075005.0,82605,2023-03-06 03:56:45.000000,EventFootballPenalty,"1-10-SA 11 (0:15) PENALTY on 33 T. Harris, 5 yards",,True,4,0,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,158,2302012-SA-at-HOU,15,15,15,0:15,0,1,Visitor,11,22,3,,,,0.0,89,13,22,,,1.0,10.0,StatusOfficial,,Visitor,11.0,,5.0,0:04, ,,,,,,,,,,,2,22857,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,371,1678075041.0,82641,2023-03-06 03:57:21.000000,EventFootballPass,1-5-SA 16 (0:14) 16 J. Coan pass incomplete to 11 K. Ballage,,True,4,0,14,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,159,2302012-SA-at-HOU,14,14,14,0:14,0,1,Visitor,16,22,3,,,,0.0,84,13,22,,,1.0,5.0,StatusOfficial,,Visitor,11.0,1.0,5.0,0:04, ,,,ResultPassIncomplete,,,,20301,22034,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,375,1678075062.0,82662,2023-03-06 03:57:42.000000,EventFootballSack,"2-5-SA 16 (0:09) 16 J. Coan sacked at SA 16 for 0 yards (45 J. Daka, 47 C. Rivers)",,True,4,0,9,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,160,2302012-SA-at-HOU,9,9,9,0:09,0,1,Visitor,16,22,3,,,,0.0,84,13,22,,,2.0,5.0,StatusOfficial,0.0,Visitor,11.0,2.0,5.0,0:18,HALF,,,,,,,20301,,,,,,,,,,,,,,,20350,,,,21820,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,376,1678075121.6232555,,2023-03-06 03:58:41.623255,EventEnd,Game End Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,10020,2302012-SA-at-HOU,0,0,0,0:00,0,1,Visitor,16,22,3,,,,0.0,84,13,22,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,380,1678225992.466072,,2023-03-07 21:53:12.466072,EventOfficial,Game Official Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,10025,2302012-SA-at-HOU,0,0,0,0:00,0,1,Visitor,16,22,3,,,,0.0,84,13,22,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
